,policy,icache_cap,icache_ways,icache_blsz,dcache_cap,dcache_ways,dcache_blsz
3646,rrip,1048576,8,128,524288,1,128
3647,lru,1048576,8,128,524288,2,128
3648,lru,1048576,8,128,524288,1,128
3649,rand,1048576,8,128,524288,2,128
3650,rand,1048576,8,128,524288,4,128
3651,rrip,1048576,8,128,524288,2,128
3652,rand,1048576,8,128,524288,8,128
3653,rrip,1048576,8,128,524288,4,128
3654,lru,1048576,8,128,524288,4,128
3655,lru,1048576,8,128,524288,8,128
3656,rand,1048576,8,128,524288,16,128
3657,rrip,1048576,8,128,524288,8,128
3658,lru,1048576,8,128,524288,16,128
3659,rrip,1048576,8,128,524288,16,128
3660,rand,1048576,16,128,524288,1,128
3661,lru,1048576,16,128,524288,1,128
3662,rrip,1048576,16,128,524288,1,128
3663,rand,1048576,16,128,524288,2,128
3664,rrip,1048576,16,128,524288,2,128
3665,lru,1048576,16,128,524288,4,128
3666,lru,1048576,16,128,524288,2,128
3667,rrip,1048576,16,128,524288,4,128
3668,lru,1048576,16,128,524288,8,128
3669,rand,1048576,16,128,524288,4,128
3670,rand,1048576,16,128,524288,8,128
3671,rrip,1048576,16,128,524288,8,128
3672,rrip,1048576,16,128,524288,16,128
3673,lru,1048576,16,128,524288,16,128
3674,rand,1048576,16,128,524288,16,128
3675,lru,1048576,1,128,1048576,1,128
3676,rand,1048576,1,128,1048576,1,128
3677,rrip,1048576,1,128,1048576,2,128
3678,rrip,1048576,1,128,1048576,1,128
3679,rrip,1048576,1,128,1048576,4,128
3680,rand,1048576,1,128,1048576,2,128
3681,rand,1048576,1,128,1048576,4,128
3682,lru,1048576,1,128,1048576,2,128
3683,lru,1048576,1,128,1048576,8,128
3684,rrip,1048576,1,128,1048576,8,128
3685,rand,1048576,1,128,1048576,8,128
3686,lru,1048576,1,128,1048576,4,128
3687,lru,1048576,1,128,1048576,16,128
3688,rand,1048576,1,128,1048576,16,128
3689,rrip,1048576,1,128,1048576,16,128
3690,rand,1048576,2,128,1048576,1,128
3691,lru,1048576,2,128,1048576,1,128
3692,rand,1048576,2,128,1048576,2,128
3693,rrip,1048576,2,128,1048576,1,128
3694,rrip,1048576,2,128,1048576,2,128
3695,rrip,1048576,2,128,1048576,4,128
3696,lru,1048576,2,128,1048576,4,128
3697,lru,1048576,2,128,1048576,2,128
3698,rand,1048576,2,128,1048576,4,128
3699,lru,1048576,2,128,1048576,8,128
3700,rrip,1048576,2,128,1048576,8,128
3701,lru,1048576,2,128,1048576,16,128
3702,rand,1048576,2,128,1048576,8,128
3703,rrip,1048576,2,128,1048576,16,128
3704,rand,1048576,2,128,1048576,16,128
3705,rrip,1048576,4,128,1048576,1,128
3706,rand,1048576,4,128,1048576,1,128
3707,lru,1048576,4,128,1048576,2,128
3708,lru,1048576,4,128,1048576,1,128
3709,rand,1048576,4,128,1048576,2,128
3710,rrip,1048576,4,128,1048576,4,128
3711,rand,1048576,4,128,1048576,4,128
3712,lru,1048576,4,128,1048576,4,128
3713,rrip,1048576,4,128,1048576,2,128
3714,lru,1048576,4,128,1048576,8,128
3715,rand,1048576,4,128,1048576,16,128
3716,rrip,1048576,4,128,1048576,8,128
3717,rand,1048576,4,128,1048576,8,128
3718,lru,1048576,4,128,1048576,16,128
3719,rrip,1048576,4,128,1048576,16,128
3720,lru,1048576,8,128,1048576,1,128
3721,rand,1048576,8,128,1048576,1,128
3722,lru,1048576,8,128,1048576,2,128
3723,rrip,1048576,8,128,1048576,1,128
3724,rrip,1048576,8,128,1048576,2,128
3725,lru,1048576,8,128,1048576,4,128
3726,rand,1048576,8,128,1048576,2,128
3727,rand,1048576,8,128,1048576,4,128
3728,lru,1048576,8,128,1048576,8,128
3729,rrip,1048576,8,128,1048576,4,128
3730,rand,1048576,8,128,1048576,8,128
3731,lru,1048576,8,128,1048576,16,128
3732,rand,1048576,8,128,1048576,16,128
3733,rrip,1048576,8,128,1048576,8,128
3734,rrip,1048576,8,128,1048576,16,128
3735,lru,1048576,16,128,1048576,1,128
3736,rand,1048576,16,128,1048576,1,128
3737,rrip,1048576,16,128,1048576,1,128
3738,lru,1048576,16,128,1048576,2,128
3739,lru,1048576,16,128,1048576,4,128
3740,rand,1048576,16,128,1048576,2,128
3741,rrip,1048576,16,128,1048576,4,128
3742,rrip,1048576,16,128,1048576,2,128
3743,rand,1048576,16,128,1048576,4,128
3744,rrip,1048576,16,128,1048576,8,128
3745,rand,1048576,16,128,1048576,8,128
3746,lru,1048576,16,128,1048576,16,128
3747,lru,1048576,16,128,1048576,8,128
3748,rand,1048576,16,128,1048576,16,128
3749,rrip,1048576,16,128,1048576,16,128
