,policy,icache_cap,icache_ways,icache_blsz,dcache_cap,dcache_ways,dcache_blsz
2978,lru,262144,8,128,1048576,4,128
2979,rrip,262144,8,128,1048576,8,128
2980,rand,262144,8,128,1048576,8,128
2981,lru,262144,8,128,1048576,8,128
2982,rand,262144,8,128,1048576,16,128
2983,rrip,262144,8,128,1048576,16,128
2984,lru,262144,8,128,1048576,16,128
2985,rand,262144,16,128,1048576,1,128
2986,lru,262144,16,128,1048576,1,128
2987,rrip,262144,16,128,1048576,1,128
2988,lru,262144,16,128,1048576,2,128
2989,rand,262144,16,128,1048576,2,128
2990,rrip,262144,16,128,1048576,2,128
2991,rrip,262144,16,128,1048576,8,128
2992,rand,262144,16,128,1048576,4,128
2993,rand,262144,16,128,1048576,8,128
2994,rrip,262144,16,128,1048576,4,128
2995,lru,262144,16,128,1048576,4,128
2996,rand,262144,16,128,1048576,16,128
2997,lru,262144,16,128,1048576,8,128
2998,lru,262144,16,128,1048576,16,128
2999,rrip,262144,16,128,1048576,16,128
3000,rand,524288,1,128,65536,1,128
3001,lru,524288,1,128,65536,2,128
3002,rrip,524288,1,128,65536,1,128
3003,lru,524288,1,128,65536,1,128
3004,rrip,524288,1,128,65536,2,128
3005,rand,524288,1,128,65536,2,128
3006,rrip,524288,1,128,65536,4,128
3007,rand,524288,1,128,65536,4,128
3008,lru,524288,1,128,65536,4,128
3009,rand,524288,1,128,65536,8,128
3010,lru,524288,1,128,65536,8,128
3011,rrip,524288,1,128,65536,8,128
3012,lru,524288,1,128,65536,16,128
3013,rrip,524288,1,128,65536,16,128
3014,rand,524288,1,128,65536,16,128
3015,lru,524288,2,128,65536,1,128
3016,rand,524288,2,128,65536,1,128
3017,rrip,524288,2,128,65536,2,128
3018,rand,524288,2,128,65536,2,128
3019,rrip,524288,2,128,65536,1,128
3020,rrip,524288,2,128,65536,4,128
3021,rand,524288,2,128,65536,4,128
3022,lru,524288,2,128,65536,2,128
3023,lru,524288,2,128,65536,8,128
3024,lru,524288,2,128,65536,4,128
3025,rand,524288,2,128,65536,8,128
3026,rrip,524288,2,128,65536,8,128
3027,rand,524288,2,128,65536,16,128
3028,lru,524288,2,128,65536,16,128
3029,rrip,524288,2,128,65536,16,128
3030,lru,524288,4,128,65536,1,128
3031,rrip,524288,4,128,65536,1,128
3032,rand,524288,4,128,65536,1,128
3033,lru,524288,4,128,65536,8,128
3034,rand,524288,4,128,65536,2,128
3035,rand,524288,4,128,65536,8,128
3036,rrip,524288,4,128,65536,2,128
3037,lru,524288,4,128,65536,2,128
3038,rrip,524288,4,128,65536,4,128
3039,rrip,524288,4,128,65536,8,128
3040,rand,524288,4,128,65536,4,128
3041,lru,524288,4,128,65536,4,128
3042,lru,524288,4,128,65536,16,128
3043,rand,524288,4,128,65536,16,128
3044,rrip,524288,4,128,65536,16,128
3045,lru,524288,8,128,65536,1,128
3046,rand,524288,8,128,65536,1,128
3047,rand,524288,8,128,65536,2,128
3048,lru,524288,8,128,65536,2,128
3049,lru,524288,8,128,65536,4,128
3050,rrip,524288,8,128,65536,1,128
3051,rrip,524288,8,128,65536,4,128
3052,rand,524288,8,128,65536,4,128
3053,rrip,524288,8,128,65536,2,128
3054,rand,524288,8,128,65536,8,128
3055,lru,524288,8,128,65536,8,128
3056,rrip,524288,8,128,65536,8,128
3057,lru,524288,8,128,65536,16,128
3058,rand,524288,8,128,65536,16,128
3059,rrip,524288,8,128,65536,16,128
3060,rrip,524288,16,128,65536,1,128
3061,rand,524288,16,128,65536,1,128
3062,lru,524288,16,128,65536,1,128
3063,lru,524288,16,128,65536,2,128
3064,rand,524288,16,128,65536,2,128
3065,rrip,524288,16,128,65536,4,128
3066,rrip,524288,16,128,65536,8,128
3067,rrip,524288,16,128,65536,2,128
3068,rand,524288,16,128,65536,4,128
3069,lru,524288,16,128,65536,4,128
3070,rrip,524288,16,128,65536,16,128
3071,lru,524288,16,128,65536,8,128
3072,lru,524288,16,128,65536,16,128
3073,rand,524288,16,128,65536,16,128
3074,rand,524288,16,128,65536,8,128
3075,lru,524288,1,128,131072,1,128
3076,rand,524288,1,128,131072,1,128
3077,rand,524288,1,128,131072,2,128
3078,rrip,524288,1,128,131072,2,128
3079,rrip,524288,1,128,131072,1,128
3080,lru,524288,1,128,131072,2,128
3081,rand,524288,1,128,131072,4,128
3082,rrip,524288,1,128,131072,4,128
3083,lru,524288,1,128,131072,4,128
3084,lru,524288,1,128,131072,8,128
3085,rand,524288,1,128,131072,8,128
3086,rand,524288,1,128,131072,16,128
3087,rrip,524288,1,128,131072,8,128
3088,rrip,524288,1,128,131072,16,128
3089,lru,524288,1,128,131072,16,128
3090,lru,524288,2,128,131072,1,128
3091,rand,524288,2,128,131072,1,128
3092,lru,524288,2,128,131072,2,128
3093,rrip,524288,2,128,131072,2,128
3094,rand,524288,2,128,131072,2,128
3095,lru,524288,2,128,131072,4,128
3096,rrip,524288,2,128,131072,1,128
3097,rand,524288,2,128,131072,4,128
3098,rrip,524288,2,128,131072,4,128
3099,rand,524288,2,128,131072,8,128
3100,lru,524288,2,128,131072,8,128
3101,lru,524288,2,128,131072,16,128
3102,rrip,524288,2,128,131072,8,128
3103,rand,524288,2,128,131072,16,128
3104,rrip,524288,2,128,131072,16,128
3105,rand,524288,4,128,131072,1,128
3106,lru,524288,4,128,131072,1,128
3107,rand,524288,4,128,131072,2,128
3108,rrip,524288,4,128,131072,2,128
3109,rrip,524288,4,128,131072,1,128
3110,rand,524288,4,128,131072,4,128
3111,rrip,524288,4,128,131072,4,128
3112,lru,524288,4,128,131072,4,128
3113,lru,524288,4,128,131072,2,128
3114,lru,524288,4,128,131072,8,128
3115,rand,524288,4,128,131072,8,128
3116,lru,524288,4,128,131072,16,128
3117,rrip,524288,4,128,131072,16,128
3118,rand,524288,4,128,131072,16,128
3119,rrip,524288,4,128,131072,8,128
3120,rand,524288,8,128,131072,1,128
3121,rand,524288,8,128,131072,2,128
3122,lru,524288,8,128,131072,1,128
3123,lru,524288,8,128,131072,2,128
3124,rrip,524288,8,128,131072,2,128
3125,rrip,524288,8,128,131072,1,128
3126,rand,524288,8,128,131072,4,128
3127,lru,524288,8,128,131072,4,128
3128,rrip,524288,8,128,131072,4,128
3129,rand,524288,8,128,131072,8,128
3130,lru,524288,8,128,131072,8,128
3131,rrip,524288,8,128,131072,8,128
3132,rand,524288,8,128,131072,16,128
3133,lru,524288,8,128,131072,16,128
3134,rrip,524288,8,128,131072,16,128
3135,lru,524288,16,128,131072,1,128
3136,rrip,524288,16,128,131072,2,128
3137,rand,524288,16,128,131072,2,128
3138,rand,524288,16,128,131072,1,128
3139,lru,524288,16,128,131072,4,128
3140,rrip,524288,16,128,131072,1,128
3141,lru,524288,16,128,131072,2,128
3142,rrip,524288,16,128,131072,4,128
3143,rand,524288,16,128,131072,4,128
3144,rand,524288,16,128,131072,8,128
3145,rrip,524288,16,128,131072,8,128
3146,rand,524288,16,128,131072,16,128
3147,lru,524288,16,128,131072,8,128
3148,lru,524288,16,128,131072,16,128
3149,rrip,524288,16,128,131072,16,128
3150,rrip,524288,1,128,262144,1,128
3151,rand,524288,1,128,262144,1,128
3152,lru,524288,1,128,262144,1,128
3153,rrip,524288,1,128,262144,2,128
3154,rand,524288,1,128,262144,2,128
3155,lru,524288,1,128,262144,2,128
3156,lru,524288,1,128,262144,4,128
3157,rrip,524288,1,128,262144,4,128
3158,rand,524288,1,128,262144,4,128
3159,lru,524288,1,128,262144,8,128
3160,rand,524288,1,128,262144,8,128
3161,rrip,524288,1,128,262144,8,128
3162,rrip,524288,1,128,262144,16,128
3163,rand,524288,1,128,262144,16,128
3164,lru,524288,1,128,262144,16,128
3165,lru,524288,2,128,262144,1,128
3166,rrip,524288,2,128,262144,1,128
3167,rand,524288,2,128,262144,1,128
3168,lru,524288,2,128,262144,2,128
3169,rrip,524288,2,128,262144,2,128
3170,rand,524288,2,128,262144,2,128
3171,rand,524288,2,128,262144,4,128
3172,lru,524288,2,128,262144,4,128
3173,rrip,524288,2,128,262144,4,128
3174,rrip,524288,2,128,262144,8,128
3175,rand,524288,2,128,262144,8,128
3176,lru,524288,2,128,262144,8,128
3177,rand,524288,2,128,262144,16,128
3178,lru,524288,2,128,262144,16,128
3179,rrip,524288,2,128,262144,16,128
3180,lru,524288,4,128,262144,1,128
3181,rand,524288,4,128,262144,1,128
3182,rrip,524288,4,128,262144,1,128
3183,rrip,524288,4,128,262144,2,128
3184,lru,524288,4,128,262144,2,128
3185,rand,524288,4,128,262144,4,128
3186,lru,524288,4,128,262144,4,128
3187,rand,524288,4,128,262144,2,128
3188,rrip,524288,4,128,262144,4,128
3189,rrip,524288,4,128,262144,8,128
3190,rand,524288,4,128,262144,8,128
3191,rrip,524288,4,128,262144,16,128
3192,lru,524288,4,128,262144,8,128
3193,rand,524288,4,128,262144,16,128
3194,lru,524288,4,128,262144,16,128
3195,rrip,524288,8,128,262144,1,128
3196,lru,524288,8,128,262144,1,128
3197,lru,524288,8,128,262144,2,128
3198,rand,524288,8,128,262144,1,128
3199,rand,524288,8,128,262144,2,128
3200,rrip,524288,8,128,262144,2,128
3201,rrip,524288,8,128,262144,4,128
3202,rand,524288,8,128,262144,4,128
3203,rand,524288,8,128,262144,8,128
3204,lru,524288,8,128,262144,8,128
3205,lru,524288,8,128,262144,4,128
3206,rrip,524288,8,128,262144,8,128
3207,rand,524288,8,128,262144,16,128
3208,rrip,524288,8,128,262144,16,128
3209,lru,524288,8,128,262144,16,128
3210,lru,524288,16,128,262144,1,128
3211,rand,524288,16,128,262144,1,128
3212,rrip,524288,16,128,262144,2,128
3213,rand,524288,16,128,262144,2,128
3214,rrip,524288,16,128,262144,1,128
3215,lru,524288,16,128,262144,2,128
3216,rand,524288,16,128,262144,4,128
3217,lru,524288,16,128,262144,4,128
3218,rrip,524288,16,128,262144,4,128
3219,rrip,524288,16,128,262144,8,128
3220,rand,524288,16,128,262144,8,128
3221,rand,524288,16,128,262144,16,128
3222,rrip,524288,16,128,262144,16,128
3223,lru,524288,16,128,262144,8,128
3224,lru,524288,16,128,262144,16,128
3225,rrip,524288,1,128,524288,1,128
3226,rand,524288,1,128,524288,1,128
3227,lru,524288,1,128,524288,2,128
3228,lru,524288,1,128,524288,1,128
3229,rand,524288,1,128,524288,2,128
3230,rand,524288,1,128,524288,4,128
3231,lru,524288,1,128,524288,4,128
3232,rrip,524288,1,128,524288,2,128
3233,rrip,524288,1,128,524288,8,128
3234,rrip,524288,1,128,524288,4,128
3235,lru,524288,1,128,524288,8,128
3236,rand,524288,1,128,524288,8,128
3237,lru,524288,1,128,524288,16,128
3238,rrip,524288,1,128,524288,16,128
3239,rand,524288,1,128,524288,16,128
3240,lru,524288,2,128,524288,1,128
3241,rand,524288,2,128,524288,1,128
3242,rrip,524288,2,128,524288,1,128
3243,lru,524288,2,128,524288,2,128
3244,rand,524288,2,128,524288,2,128
3245,rrip,524288,2,128,524288,2,128
3246,rand,524288,2,128,524288,4,128
3247,rrip,524288,2,128,524288,4,128
3248,lru,524288,2,128,524288,4,128
3249,rrip,524288,2,128,524288,8,128
3250,rand,524288,2,128,524288,8,128
3251,lru,524288,2,128,524288,8,128
3252,rrip,524288,2,128,524288,16,128
3253,rand,524288,2,128,524288,16,128
3254,lru,524288,2,128,524288,16,128
3255,lru,524288,4,128,524288,1,128
3256,rand,524288,4,128,524288,1,128
3257,rrip,524288,4,128,524288,1,128
3258,lru,524288,4,128,524288,2,128
3259,rand,524288,4,128,524288,2,128
3260,rrip,524288,4,128,524288,2,128
3261,lru,524288,4,128,524288,4,128
3262,rand,524288,4,128,524288,8,128
3263,rand,524288,4,128,524288,16,128
3264,rrip,524288,4,128,524288,8,128
3265,lru,524288,4,128,524288,16,128
3266,rrip,524288,4,128,524288,4,128
3267,rand,524288,4,128,524288,4,128
3268,rrip,524288,4,128,524288,16,128
3269,lru,524288,4,128,524288,8,128
3270,lru,524288,8,128,524288,1,128
3271,rand,524288,8,128,524288,1,128
3272,rrip,524288,8,128,524288,1,128
3273,rrip,524288,8,128,524288,2,128
3274,lru,524288,8,128,524288,4,128
3275,rand,524288,8,128,524288,4,128
3276,lru,524288,8,128,524288,2,128
3277,rand,524288,8,128,524288,2,128
3278,rand,524288,8,128,524288,8,128
3279,rrip,524288,8,128,524288,4,128
3280,lru,524288,8,128,524288,8,128
3281,lru,524288,8,128,524288,16,128
3282,rand,524288,8,128,524288,16,128
3283,rrip,524288,8,128,524288,16,128
3284,rrip,524288,8,128,524288,8,128
3285,rrip,524288,16,128,524288,1,128
3286,rand,524288,16,128,524288,1,128
3287,lru,524288,16,128,524288,2,128
3288,lru,524288,16,128,524288,1,128
3289,rand,524288,16,128,524288,2,128
3290,rrip,524288,16,128,524288,2,128
3291,rrip,524288,16,128,524288,4,128
3292,rand,524288,16,128,524288,4,128
3293,lru,524288,16,128,524288,16,128
3294,rrip,524288,16,128,524288,16,128
3295,rand,524288,16,128,524288,16,128
3296,rand,524288,16,128,524288,8,128
3297,rrip,524288,16,128,524288,8,128
3298,lru,524288,16,128,524288,4,128
3299,lru,524288,16,128,524288,8,128
3300,lru,524288,1,128,1048576,1,128
3301,rand,524288,1,128,1048576,1,128
3302,rrip,524288,1,128,1048576,2,128
3303,rand,524288,1,128,1048576,4,128
3304,rand,524288,1,128,1048576,2,128
3305,lru,524288,1,128,1048576,2,128
3306,rrip,524288,1,128,1048576,4,128
3307,lru,524288,1,128,1048576,4,128
3308,lru,524288,1,128,1048576,8,128
3309,rrip,524288,1,128,1048576,8,128
3310,rrip,524288,1,128,1048576,1,128
3311,rand,524288,1,128,1048576,8,128
3312,lru,524288,1,128,1048576,16,128
3313,rrip,524288,1,128,1048576,16,128
3314,rand,524288,1,128,1048576,16,128
3315,lru,524288,2,128,1048576,1,128
3316,rand,524288,2,128,1048576,1,128
3317,rrip,524288,2,128,1048576,1,128
3318,rand,524288,2,128,1048576,2,128
3319,lru,524288,2,128,1048576,2,128
3320,rrip,524288,2,128,1048576,2,128
3321,rand,524288,2,128,1048576,4,128
3322,rrip,524288,2,128,1048576,4,128
3323,rand,524288,2,128,1048576,8,128
3324,rrip,524288,2,128,1048576,8,128
3325,lru,524288,2,128,1048576,4,128
3326,lru,524288,2,128,1048576,16,128
3327,rand,524288,2,128,1048576,16,128
3328,lru,524288,2,128,1048576,8,128
3329,rrip,524288,2,128,1048576,16,128
3330,lru,524288,4,128,1048576,1,128
3331,rand,524288,4,128,1048576,1,128
3332,rand,524288,4,128,1048576,4,128
3333,rrip,524288,4,128,1048576,2,128
3334,rrip,524288,4,128,1048576,1,128
3335,lru,524288,4,128,1048576,4,128
3336,rand,524288,4,128,1048576,2,128
3337,rrip,524288,4,128,1048576,4,128
3338,lru,524288,4,128,1048576,2,128
3339,rand,524288,4,128,1048576,8,128
3340,rrip,524288,4,128,1048576,8,128
3341,rand,524288,4,128,1048576,16,128
3342,lru,524288,4,128,1048576,16,128
3343,rrip,524288,4,128,1048576,16,128
3344,lru,524288,4,128,1048576,8,128
3345,rand,524288,8,128,1048576,1,128
3346,rrip,524288,8,128,1048576,1,128
3347,lru,524288,8,128,1048576,1,128
3348,lru,524288,8,128,1048576,2,128
3349,rand,524288,8,128,1048576,2,128
3350,rand,524288,8,128,1048576,4,128
3351,rrip,524288,8,128,1048576,2,128
3352,lru,524288,8,128,1048576,4,128
3353,rrip,524288,8,128,1048576,4,128
3354,rand,524288,8,128,1048576,8,128
3355,rand,524288,8,128,1048576,16,128
3356,rrip,524288,8,128,1048576,8,128
3357,lru,524288,8,128,1048576,8,128
3358,rrip,524288,8,128,1048576,16,128
3359,lru,524288,8,128,1048576,16,128
3360,rand,524288,16,128,1048576,1,128
3361,rrip,524288,16,128,1048576,1,128
3362,lru,524288,16,128,1048576,1,128
3363,rand,524288,16,128,1048576,2,128
3364,lru,524288,16,128,1048576,2,128
3365,rrip,524288,16,128,1048576,4,128
3366,rrip,524288,16,128,1048576,2,128
3367,rand,524288,16,128,1048576,8,128
3368,rrip,524288,16,128,1048576,8,128
3369,rand,524288,16,128,1048576,4,128
3370,lru,524288,16,128,1048576,4,128
3371,lru,524288,16,128,1048576,8,128
3372,rrip,524288,16,128,1048576,16,128
3373,lru,524288,16,128,1048576,16,128
3374,rand,524288,16,128,1048576,16,128
3375,rrip,1048576,1,128,65536,1,128
3376,lru,1048576,1,128,65536,1,128
3377,rand,1048576,1,128,65536,1,128
3378,rand,1048576,1,128,65536,2,128
3379,lru,1048576,1,128,65536,2,128
3380,rrip,1048576,1,128,65536,2,128
3381,lru,1048576,1,128,65536,4,128
3382,rand,1048576,1,128,65536,4,128
3383,rand,1048576,1,128,65536,8,128
3384,rrip,1048576,1,128,65536,8,128
3385,rand,1048576,1,128,65536,16,128
3386,lru,1048576,1,128,65536,8,128
3387,rrip,1048576,1,128,65536,4,128
3388,rrip,1048576,1,128,65536,16,128
3389,lru,1048576,1,128,65536,16,128
3390,lru,1048576,2,128,65536,1,128
3391,lru,1048576,2,128,65536,2,128
3392,rand,1048576,2,128,65536,2,128
3393,rrip,1048576,2,128,65536,1,128
3394,rand,1048576,2,128,65536,1,128
3395,rrip,1048576,2,128,65536,2,128
3396,lru,1048576,2,128,65536,4,128
3397,rand,1048576,2,128,65536,4,128
3398,rrip,1048576,2,128,65536,4,128
3399,rand,1048576,2,128,65536,8,128
3400,lru,1048576,2,128,65536,8,128
3401,rand,1048576,2,128,65536,16,128
3402,rrip,1048576,2,128,65536,8,128
3403,rrip,1048576,2,128,65536,16,128
3404,lru,1048576,2,128,65536,16,128
3405,lru,1048576,4,128,65536,1,128
3406,rand,1048576,4,128,65536,1,128
3407,rrip,1048576,4,128,65536,1,128
3408,rand,1048576,4,128,65536,2,128
3409,lru,1048576,4,128,65536,2,128
3410,rrip,1048576,4,128,65536,2,128
3411,lru,1048576,4,128,65536,8,128
3412,rand,1048576,4,128,65536,4,128
3413,lru,1048576,4,128,65536,4,128
3414,rrip,1048576,4,128,65536,8,128
3415,rrip,1048576,4,128,65536,4,128
3416,rand,1048576,4,128,65536,8,128
3417,lru,1048576,4,128,65536,16,128
3418,rrip,1048576,4,128,65536,16,128
3419,rand,1048576,4,128,65536,16,128
3420,lru,1048576,8,128,65536,1,128
3421,rand,1048576,8,128,65536,1,128
3422,lru,1048576,8,128,65536,2,128
3423,rrip,1048576,8,128,65536,1,128
3424,rrip,1048576,8,128,65536,2,128
3425,rand,1048576,8,128,65536,4,128
3426,rand,1048576,8,128,65536,2,128
3427,rrip,1048576,8,128,65536,4,128
3428,rrip,1048576,8,128,65536,8,128
3429,rand,1048576,8,128,65536,16,128
3430,lru,1048576,8,128,65536,16,128
3431,lru,1048576,8,128,65536,4,128
3432,lru,1048576,8,128,65536,8,128
3433,rand,1048576,8,128,65536,8,128
3434,rrip,1048576,8,128,65536,16,128
3435,rrip,1048576,16,128,65536,1,128
3436,lru,1048576,16,128,65536,1,128
3437,rand,1048576,16,128,65536,1,128
3438,rand,1048576,16,128,65536,2,128
3439,rand,1048576,16,128,65536,4,128
3440,lru,1048576,16,128,65536,2,128
3441,rrip,1048576,16,128,65536,4,128
3442,rand,1048576,16,128,65536,8,128
3443,rrip,1048576,16,128,65536,2,128
3444,rrip,1048576,16,128,65536,8,128
3445,lru,1048576,16,128,65536,4,128
3446,lru,1048576,16,128,65536,16,128
3447,lru,1048576,16,128,65536,8,128
3448,rand,1048576,16,128,65536,16,128
3449,rrip,1048576,16,128,65536,16,128
3450,lru,1048576,1,128,131072,1,128
3451,rand,1048576,1,128,131072,1,128
3452,rrip,1048576,1,128,131072,1,128
3453,rand,1048576,1,128,131072,2,128
3454,lru,1048576,1,128,131072,2,128
3455,rrip,1048576,1,128,131072,2,128
3456,rand,1048576,1,128,131072,4,128
3457,lru,1048576,1,128,131072,4,128
3458,lru,1048576,1,128,131072,8,128
3459,rand,1048576,1,128,131072,8,128
3460,rrip,1048576,1,128,131072,8,128
3461,rrip,1048576,1,128,131072,16,128
3462,rrip,1048576,1,128,131072,4,128
3463,rand,1048576,1,128,131072,16,128
3464,lru,1048576,1,128,131072,16,128
3465,lru,1048576,2,128,131072,1,128
3466,lru,1048576,2,128,131072,2,128
3467,rand,1048576,2,128,131072,1,128
3468,rrip,1048576,2,128,131072,1,128
3469,rrip,1048576,2,128,131072,2,128
3470,rand,1048576,2,128,131072,4,128
3471,rand,1048576,2,128,131072,2,128
3472,rrip,1048576,2,128,131072,4,128
3473,lru,1048576,2,128,131072,4,128
3474,rrip,1048576,2,128,131072,8,128
3475,lru,1048576,2,128,131072,8,128
3476,rand,1048576,2,128,131072,8,128
3477,lru,1048576,2,128,131072,16,128
3478,rand,1048576,2,128,131072,16,128
3479,rrip,1048576,2,128,131072,16,128
3480,lru,1048576,4,128,131072,1,128
3481,rrip,1048576,4,128,131072,1,128
3482,rand,1048576,4,128,131072,1,128
3483,rand,1048576,4,128,131072,2,128
3484,lru,1048576,4,128,131072,2,128
3485,rrip,1048576,4,128,131072,2,128
3486,rrip,1048576,4,128,131072,4,128
3487,lru,1048576,4,128,131072,4,128
3488,rand,1048576,4,128,131072,4,128
3489,rand,1048576,4,128,131072,8,128
3490,lru,1048576,4,128,131072,8,128
3491,rand,1048576,4,128,131072,16,128
3492,lru,1048576,4,128,131072,16,128
3493,rrip,1048576,4,128,131072,16,128
3494,rrip,1048576,4,128,131072,8,128
3495,rand,1048576,8,128,131072,1,128
3496,rrip,1048576,8,128,131072,1,128
3497,lru,1048576,8,128,131072,1,128
3498,rand,1048576,8,128,131072,2,128
3499,rrip,1048576,8,128,131072,2,128
3500,rrip,1048576,8,128,131072,4,128
3501,lru,1048576,8,128,131072,2,128
3502,lru,1048576,8,128,131072,8,128
3503,rand,1048576,8,128,131072,8,128
3504,rand,1048576,8,128,131072,4,128
3505,lru,1048576,8,128,131072,4,128
3506,rand,1048576,8,128,131072,16,128
3507,rrip,1048576,8,128,131072,8,128
3508,lru,1048576,8,128,131072,16,128
3509,rrip,1048576,8,128,131072,16,128
3510,rand,1048576,16,128,131072,1,128
3511,rrip,1048576,16,128,131072,1,128
3512,lru,1048576,16,128,131072,1,128
3513,rrip,1048576,16,128,131072,2,128
3514,rand,1048576,16,128,131072,2,128
3515,rrip,1048576,16,128,131072,4,128
3516,lru,1048576,16,128,131072,2,128
3517,rand,1048576,16,128,131072,4,128
3518,lru,1048576,16,128,131072,4,128
3519,lru,1048576,16,128,131072,8,128
3520,rand,1048576,16,128,131072,8,128
3521,rrip,1048576,16,128,131072,8,128
3522,lru,1048576,16,128,131072,16,128
3523,rand,1048576,16,128,131072,16,128
3524,rrip,1048576,16,128,131072,16,128
3525,rand,1048576,1,128,262144,1,128
3526,lru,1048576,1,128,262144,1,128
3527,rrip,1048576,1,128,262144,1,128
3528,lru,1048576,1,128,262144,2,128
3529,rand,1048576,1,128,262144,4,128
3530,lru,1048576,1,128,262144,4,128
3531,rrip,1048576,1,128,262144,2,128
3532,rand,1048576,1,128,262144,2,128
3533,rand,1048576,1,128,262144,8,128
3534,rrip,1048576,1,128,262144,4,128
3535,lru,1048576,1,128,262144,8,128
3536,lru,1048576,1,128,262144,16,128
3537,rand,1048576,1,128,262144,16,128
3538,rrip,1048576,1,128,262144,8,128
3539,rrip,1048576,1,128,262144,16,128
3540,rrip,1048576,2,128,262144,1,128
3541,lru,1048576,2,128,262144,1,128
3542,rand,1048576,2,128,262144,1,128
3543,lru,1048576,2,128,262144,2,128
3544,lru,1048576,2,128,262144,4,128
3545,rand,1048576,2,128,262144,2,128
3546,rrip,1048576,2,128,262144,2,128
3547,rrip,1048576,2,128,262144,4,128
3548,lru,1048576,2,128,262144,8,128
3549,rand,1048576,2,128,262144,4,128
3550,rand,1048576,2,128,262144,8,128
3551,rrip,1048576,2,128,262144,8,128
3552,rrip,1048576,2,128,262144,16,128
3553,lru,1048576,2,128,262144,16,128
3554,rand,1048576,2,128,262144,16,128
3555,rand,1048576,4,128,262144,1,128
3556,lru,1048576,4,128,262144,1,128
3557,rrip,1048576,4,128,262144,1,128
3558,rand,1048576,4,128,262144,2,128
3559,rrip,1048576,4,128,262144,2,128
3560,lru,1048576,4,128,262144,2,128
3561,rrip,1048576,4,128,262144,4,128
3562,lru,1048576,4,128,262144,8,128
3563,lru,1048576,4,128,262144,4,128
3564,rand,1048576,4,128,262144,4,128
3565,rand,1048576,4,128,262144,8,128
3566,rand,1048576,4,128,262144,16,128
3567,rrip,1048576,4,128,262144,8,128
3568,rrip,1048576,4,128,262144,16,128
3569,lru,1048576,4,128,262144,16,128
3570,rand,1048576,8,128,262144,1,128
3571,rrip,1048576,8,128,262144,1,128
3572,lru,1048576,8,128,262144,1,128
3573,rand,1048576,8,128,262144,2,128
3574,lru,1048576,8,128,262144,2,128
3575,lru,1048576,8,128,262144,4,128
3576,rrip,1048576,8,128,262144,2,128
3577,rand,1048576,8,128,262144,4,128
3578,rand,1048576,8,128,262144,8,128
3579,rrip,1048576,8,128,262144,4,128
3580,rrip,1048576,8,128,262144,8,128
3581,rrip,1048576,8,128,262144,16,128
3582,rand,1048576,8,128,262144,16,128
3583,lru,1048576,8,128,262144,8,128
3584,lru,1048576,8,128,262144,16,128
3585,rand,1048576,16,128,262144,1,128
3586,rrip,1048576,16,128,262144,1,128
3587,lru,1048576,16,128,262144,1,128
3588,rrip,1048576,16,128,262144,2,128
3589,lru,1048576,16,128,262144,2,128
3590,rand,1048576,16,128,262144,2,128
3591,rand,1048576,16,128,262144,4,128
3592,lru,1048576,16,128,262144,4,128
3593,rrip,1048576,16,128,262144,4,128
3594,rand,1048576,16,128,262144,8,128
3595,rrip,1048576,16,128,262144,8,128
3596,rand,1048576,16,128,262144,16,128
3597,lru,1048576,16,128,262144,8,128
3598,lru,1048576,16,128,262144,16,128
3599,rrip,1048576,16,128,262144,16,128
3600,rand,1048576,1,128,524288,1,128
3601,lru,1048576,1,128,524288,1,128
3602,lru,1048576,1,128,524288,2,128
3603,rrip,1048576,1,128,524288,1,128
3604,rand,1048576,1,128,524288,2,128
3605,lru,1048576,1,128,524288,4,128
3606,rrip,1048576,1,128,524288,4,128
3607,lru,1048576,1,128,524288,16,128
3608,lru,1048576,1,128,524288,8,128
3609,rrip,1048576,1,128,524288,8,128
3610,rand,1048576,1,128,524288,4,128
3611,rrip,1048576,1,128,524288,16,128
3612,rrip,1048576,1,128,524288,2,128
3613,rand,1048576,1,128,524288,16,128
3614,rand,1048576,1,128,524288,8,128
3615,rand,1048576,2,128,524288,1,128
3616,rrip,1048576,2,128,524288,1,128
3617,lru,1048576,2,128,524288,1,128
3618,lru,1048576,2,128,524288,2,128
3619,rand,1048576,2,128,524288,2,128
3620,lru,1048576,2,128,524288,4,128
3621,rrip,1048576,2,128,524288,4,128
3622,rand,1048576,2,128,524288,4,128
3623,rand,1048576,2,128,524288,8,128
3624,rrip,1048576,2,128,524288,2,128
3625,rrip,1048576,2,128,524288,8,128
3626,lru,1048576,2,128,524288,8,128
3627,rand,1048576,2,128,524288,16,128
3628,lru,1048576,2,128,524288,16,128
3629,rrip,1048576,2,128,524288,16,128
3630,lru,1048576,4,128,524288,1,128
3631,rand,1048576,4,128,524288,1,128
3632,rrip,1048576,4,128,524288,1,128
3633,rand,1048576,4,128,524288,4,128
3634,rrip,1048576,4,128,524288,2,128
3635,lru,1048576,4,128,524288,4,128
3636,lru,1048576,4,128,524288,2,128
3637,rand,1048576,4,128,524288,8,128
3638,rrip,1048576,4,128,524288,8,128
3639,lru,1048576,4,128,524288,8,128
3640,rand,1048576,4,128,524288,2,128
3641,rrip,1048576,4,128,524288,4,128
3642,rrip,1048576,4,128,524288,16,128
3643,lru,1048576,4,128,524288,16,128
3644,rand,1048576,4,128,524288,16,128
3645,rand,1048576,8,128,524288,1,128
